Project Name,Package Name,Architecture Smell,Cause of the Smell
Stadium-Management-Sytem,Stedium_Management,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [Add_events; Admin_host; MainScreen; Stedium_Management; Userlogin; User_host; AdminLogin; Create_ac]; [Show_bookings]. LCC (Lack of Component Cohesion) = 0.22
